Fläche;Raster;Rasterpunkt-Koordinaten [m];;;Momente [kNm/m];;;Querkräfte [kN/m];;Normalkräfte [kN/m];;
;;;;;-1.50;-2.31;-0.42;-8.81;-2.29;-70.08;-226.15;-46.11
1629;1;-1.050;0.350;-3.477;0.31;5.47;1.03;6.30;2.84;53.33;70.65;71.71
;;;;;-0.86;-2.31;-0.43;-5.65;-2.31;-66.57;-203.99;-48.78
1630;1;-1.050;0.450;-3.495;0.19;5.01;0.78;4.16;1.55;66.57;84.86;62.56
;;;;;-0.65;-2.28;-0.42;-3.59;-1.73;-66.95;-187.31;-48.87
1631;1;-1.050;0.550;-3.514;0.27;4.62;0.61;2.65;1.57;77.94;93.42;56.15
;;;;;-0.67;-2.28;-0.42;-2.29;-2.93;-69.69;-189.87;-47.29
1632;1;-1.050;0.650;-3.532;0.32;4.16;0.47;1.81;1.86;88.19;97.75;51.27
;;;;;-0.69;-2.23;-0.41;-1.53;-4.76;-74.69;-190.30;-44.79
1633;1;-1.050;0.750;-3.551;0.29;3.71;0.35;1.29;1.99;97.03;98.70;47.25
;;;;;-0.69;-2.16;-0.51;-1.06;-6.02;-80.66;-189.16;-40.66
1634;1;-1.050;0.850;-3.569;0.22;3.25;0.25;1.17;2.14;104.41;97.12;43.97
;;;;;-0.68;-2.05;-0.62;-0.67;-6.67;-87.24;-186.93;-35.29
1635;1;-1.050;0.950;-3.588;0.26;2.78;0.15;1.46;2.39;110.34;93.53;41.22
;;;;;-0.65;-1.91;-0.72;-0.30;-6.69;-94.36;-183.65;-30.53
1636;1;-1.050;1.050;-3.606;0.38;2.31;0.13;1.65;2.52;114.51;88.57;38.85
;;;;;-0.63;-1.76;-0.81;-0.23;-6.50;-101.36;-179.61;-29.65
1637;1;-1.050;1.150;-3.625;0.52;1.87;0.12;1.80;2.64;117.33;82.86;36.95
;;;;;-0.65;-1.59;-0.87;-0.20;-6.30;-108.27;-175.22;-28.91
1638;1;-1.050;1.250;-3.643;0.65;1.45;0.11;1.81;2.54;118.35;76.67;34.71
;;;;;-0.65;-1.43;-0.92;-0.20;-5.88;-114.43;-170.41;-28.33
1639;1;-1.050;1.350;-3.661;0.78;1.07;0.13;1.76;2.52;117.86;70.44;32.09
;;;;;-0.65;-1.26;-0.95;-0.27;-5.52;-119.63;-165.41;-27.70
1640;1;-1.050;1.450;-3.680;0.91;0.71;0.18;1.59;2.45;116.18;64.43;28.97
;;;;;-0.72;-1.10;-0.96;-0.30;-5.20;-123.49;-160.22;-27.00
1641;1;-1.050;1.550;-3.698;1.01;0.38;0.23;1.64;2.43;113.65;58.74;30.13
;;;;;-0.87;-1.36;-0.95;-0.34;-4.96;-125.48;-154.90;-26.34
1642;1;-1.050;1.650;-3.717;1.09;0.24;0.28;1.77;2.35;110.53;73.59;36.33
;;;;;-1.02;-1.72;-0.93;-0.37;-4.64;-125.06;-149.81;-25.79
1643;1;-1.050;1.750;-3.735;1.14;0.26;0.32;1.93;2.16;106.67;90.78;42.03
;;;;;-1.17;-2.07;-0.90;-0.37;-4.23;-120.84;-144.39;-25.31
1644;1;-1.050;1.850;-3.754;1.14;0.29;0.34;2.04;1.95;102.16;107.63;47.16
;;;;;-1.31;-2.42;-0.84;-0.38;-3.82;-111.56;-138.62;-24.89
1645;1;-1.050;1.950;-3.772;1.10;0.31;0.35;2.11;1.73;97.22;123.86;51.67
;;;;;-1.44;-2.76;-0.78;-0.98;-3.44;-99.05;-132.50;-24.62
1646;1;-1.150;0.050;-3.446;1.84;4.43;2.28;4.34;15.42;32.00;-33.32;127.82
;;;;;-3.34;-2.45;-0.52;-12.88;-7.49;-102.11;-263.62;-50.32
1647;1;-1.150;0.150;-3.464;1.06;4.84;1.79;10.70;5.63;42.20;-42.73;105.49
;;;;;-2.31;-2.23;-0.53;-10.63;-3.21;-80.81;-241.93;-40.92
1648;1;-1.150;0.250;-3.482;0.45;4.86;1.38;7.84;4.20;48.33;41.65;88.23
;;;;;-1.23;-1.87;-0.51;-7.30;-2.85;-69.79;-221.53;-45.81
1649;1;-1.150;0.350;-3.500;0.29;4.58;1.06;5.42;1.69;57.15;60.10;75.41
;;;;;-0.72;-1.94;-0.49;-4.90;-2.01;-67.25;-201.58;-47.83
1650;1;-1.150;0.450;-3.518;0.20;4.32;0.86;3.72;1.42;70.51;75.43;66.06
;;;;;-0.54;-2.01;-0.48;-3.35;-2.85;-67.78;-182.45;-47.37
1651;1;-1.150;0.550;-3.535;0.14;3.96;0.71;2.55;1.61;82.35;84.95;60.83
;;;;;-0.57;-2.01;-0.48;-2.39;-4.42;-70.66;-176.26;-45.78
1652;1;-1.150;0.650;-3.553;0.10;3.56;0.57;1.83;1.68;92.72;89.92;56.69
;;;;;-0.61;-1.97;-0.48;-1.72;-5.76;-75.14;-178.37;-42.89
1653;1;-1.150;0.750;-3.571;-0.12;3.13;0.45;1.34;1.91;101.47;91.43;53.45
;;;;;-0.65;-1.90;-0.53;-1.24;-6.47;-80.43;-178.62;-38.19
1654;1;-1.150;0.850;-3.589;-0.15;2.71;0.34;1.10;2.21;108.63;90.32;50.97
;;;;;-0.66;-1.80;-0.66;-0.84;-6.62;-86.33;-177.52;-32.33
1655;1;-1.150;0.950;-3.607;0.20;2.27;0.24;1.41;2.35;113.96;87.17;49.00
;;;;;-0.65;-1.68;-0.78;-0.45;-6.48;-92.37;-175.21;-25.02
1656;1;-1.150;1.050;-3.625;0.31;1.85;0.15;1.64;2.45;117.74;82.61;47.41
;;;;;-0.66;-1.54;-0.87;-0.30;-6.29;-98.34;-172.12;-22.11
1657;1;-1.150;1.150;-3.642;0.45;1.46;0.15;1.80;2.44;119.79;77.32;46.15
;;;;;-0.67;-1.41;-0.96;-0.23;-5.92;-104.19;-168.61;-21.40
1658;1;-1.150;1.250;-3.660;0.57;1.07;0.14;1.90;2.40;119.86;71.38;44.70
;;;;;-0.68;-1.25;-1.00;-0.18;-5.54;-109.07;-164.29;-20.90
1659;1;-1.150;1.350;-3.678;0.69;0.72;0.14;1.88;2.40;118.77;65.38;42.94
;;;;;-0.68;-1.10;-1.03;-0.18;-5.29;-113.25;-159.79;-20.30
1660;1;-1.150;1.450;-3.696;0.82;0.39;0.13;1.77;2.36;116.78;59.59;40.50
;;;;;-0.79;-1.12;-1.06;-0.21;-5.04;-116.27;-155.19;-19.74
1661;1;-1.150;1.550;-3.714;0.94;0.19;0.16;1.60;2.28;114.00;54.15;37.00
;;;;;-0.93;-1.47;-1.08;-0.24;-4.71;-117.44;-150.46;-19.22
1662;1;-1.150;1.650;-3.731;1.03;0.22;0.20;1.62;2.12;110.41;66.31;42.11
;;;;;-1.06;-1.83;-1.08;-0.29;-4.31;-115.79;-145.50;-18.70
1663;1;-1.150;1.750;-3.749;1.09;0.24;0.24;1.79;1.93;106.07;84.45;47.20
;;;;;-1.19;-2.17;-1.06;-0.32;-3.91;-110.20;-140.32;-18.19
1664;1;-1.150;1.850;-3.767;1.10;0.27;0.27;1.92;1.73;101.19;102.54;50.52
;;;;;-1.32;-2.51;-1.02;-0.34;-3.52;-99.58;-134.89;-17.74
1665;1;-1.150;1.950;-3.785;1.07;0.29;0.28;2.02;1.52;95.95;120.30;51.51
;;;;;-1.44;-2.84;-0.96;-0.49;-3.37;-96.07;-129.26;-17.41
1666;1;-1.250;0.050;-3.471;1.70;3.97;2.14;6.30;12.23;36.33;-29.31;123.85
;;;;;-2.90;-1.93;-0.60;-10.66;-6.57;-94.55;-250.79;-49.28
1667;1;-1.250;0.150;-3.488;0.94;4.22;1.76;8.16;5.98;45.06;37.53;104.56
;;;;;-1.97;-1.80;-0.62;-8.33;-3.73;-76.14;-234.97;-41.43
1668;1;-1.250;0.250;-3.505;0.41;4.08;1.36;6.05;2.94;49.45;42.64;89.34
;;;;;-1.04;-1.56;-0.57;-5.86;-2.57;-69.62;-216.98;-45.32
1669;1;-1.250;0.350;-3.523;0.30;3.94;1.13;4.39;1.23;60.43;49.78;77.71
;;;;;-0.74;-1.69;-0.56;-4.18;-2.46;-67.56;-200.10;-46.67
1670;1;-1.250;0.450;-3.540;0.23;3.67;0.95;3.22;1.36;74.01;66.00;68.86
;;;;;-0.61;-1.74;-0.55;-3.15;-3.79;-68.30;-182.95;-46.02
1671;1;-1.250;0.550;-3.557;0.18;3.34;0.80;2.35;1.39;85.94;76.32;64.51
;;;;;-0.57;-1.75;-0.54;-2.41;-5.29;-70.81;-165.82;-44.20
1672;1;-1.250;0.650;-3.574;0.14;2.97;0.66;1.81;1.66;96.18;81.95;61.13
;;;;;-0.57;-1.71;-0.53;-1.86;-6.14;-74.64;-166.28;-40.91
1673;1;-1.250;0.750;-3.591;-0.12;2.59;0.53;1.41;2.00;104.57;84.00;58.60
;;;;;-0.60;-1.65;-0.54;-1.38;-6.40;-79.07;-167.89;-35.73
1674;1;-1.250;0.850;-3.609;-0.15;2.19;0.42;1.06;2.16;111.28;83.33;56.84
;;;;;-0.63;-1.56;-0.68;-0.97;-6.31;-84.03;-167.86;-30.75
1675;1;-1.250;0.950;-3.626;-0.18;1.80;0.31;1.34;2.26;116.07;80.56;55.61
;;;;;-0.66;-1.45;-0.81;-0.58;-6.12;-88.95;-166.52;-26.62
1676;1;-1.250;1.050;-3.643;0.23;1.42;0.22;1.62;2.32;119.06;76.36;54.84
;;;;;-0.68;-1.33;-0.92;-0.38;-5.87;-93.83;-164.22;-21.42
1677;1;-1.250;1.150;-3.660;0.35;1.06;0.17;1.79;2.24;120.18;71.31;54.32
;;;;;-0.69;-1.21;-1.00;-0.30;-5.52;-98.34;-161.26;-17.73
1678;1;-1.250;1.250;-3.677;0.47;0.71;0.16;1.90;2.31;119.82;65.68;53.58
;;;;;-0.69;-1.08;-1.06;-0.24;-5.34;-102.28;-157.78;-17.71
1679;1;-1.250;1.350;-3.695;0.59;0.39;0.16;1.95;2.31;118.52;59.96;52.55
;;;;;-0.78;-0.95;-1.12;-0.19;-5.09;-105.66;-153.98;-17.23
1680;1;-1.250;1.450;-3.712;0.71;0.15;0.16;1.93;2.22;116.28;54.38;50.79
;;;;;-0.89;-1.24;-1.17;-0.16;-4.75;-107.82;-149.93;-16.30
1681;1;-1.250;1.550;-3.729;0.83;0.18;0.16;1.81;2.07;113.08;49.14;47.91
;;;;;-0.99;-1.59;-1.21;-0.20;-4.35;-107.89;-145.65;-14.97
1682;1;-1.250;1.650;-3.746;0.93;0.20;0.16;1.60;1.90;109.05;57.47;51.07
;;;;;-1.11;-1.93;-1.22;-0.22;-3.96;-105.16;-141.15;-13.27
1683;1;-1.250;1.750;-3.763;1.00;0.22;0.18;1.62;1.71;104.37;76.41;57.01
;;;;;-1.22;-2.27;-1.20;-0.27;-3.57;-98.51;-136.44;-11.24
1684;1;-1.250;1.850;-3.780;1.03;0.24;0.20;1.77;1.51;99.22;95.62;61.11
;;;;;-1.33;-2.60;-1.17;-0.31;-3.19;-91.66;-131.45;-10.69
1685;1;-1.250;1.950;-3.798;1.01;0.26;0.22;1.90;1.31;93.80;114.79;62.75
;;;;;-1.44;-2.92;-1.12;-0.34;-3.46;-92.31;-126.13;-10.33
1686;1;-1.350;0.050;-3.496;1.44;3.34;1.88;7.83;8.95;39.32;-25.36;118.97
;;;;;-2.37;-1.45;-0.62;-8.82;-5.37;-86.91;-237.65;-47.23
1687;1;-1.350;0.150;-3.512;0.84;3.53;1.66;7.58;4.06;46.63;37.00;102.99
;;;;;-1.68;-1.41;-0.66;-6.73;-3.18;-74.68;-227.92;-41.48
1688;1;-1.350;0.250;-3.529;0.42;3.52;1.42;5.02;1.13;50.79;42.79;88.91
;;;;;-1.05;-1.35;-0.65;-4.82;-1.88;-69.18;-213.44;-44.56
1689;1;-1.350;0.350;-3.545;0.32;3.37;1.21;3.43;1.11;63.53;44.97;79.25
;;;;;-0.85;-1.47;-0.64;-3.66;-3.30;-67.67;-199.17;-45.75
1690;1;-1.350;0.450;-3.562;0.26;3.10;1.03;2.59;1.10;77.04;56.94;71.49
;;;;;-0.78;-1.52;-0.62;-2.91;-4.49;-68.27;-183.71;-44.81
1691;1;-1.350;0.550;-3.579;0.22;2.80;0.88;2.07;1.35;88.83;67.97;67.11
;;;;;-0.77;-1.52;-0.61;-2.37;-5.63;-70.29;-168.27;-42.74
1692;1;-1.350;0.650;-3.595;0.18;2.45;0.74;1.60;1.78;98.65;74.21;64.41
;;;;;-0.78;-1.49;-0.59;-1.87;-6.05;-73.31;-154.54;-39.76
1693;1;-1.350;0.750;-3.612;0.14;2.08;0.60;1.30;1.96;106.51;76.72;62.52
;;;;;-0.78;-1.42;-0.57;-1.42;-6.03;-76.78;-157.27;-38.71
1694;1;-1.350;0.850;-3.628;-0.15;1.72;0.48;1.03;2.08;112.39;76.44;61.41
;;;;;-0.78;-1.34;-0.69;-1.02;-5.91;-80.55;-158.23;-36.22
1695;1;-1.350;0.950;-3.645;-0.18;1.36;0.37;1.25;2.14;116.54;74.05;60.89
;;;;;-0.75;-1.24;-0.82;-0.70;-5.73;-84.32;-157.81;-32.19
1696;1;-1.350;1.050;-3.661;-0.17;1.02;0.28;1.54;2.16;118.80;70.20;60.83
;;;;;-0.71;-1.14;-0.94;-0.45;-5.48;-88.03;-156.37;-27.08
1697;1;-1.350;1.150;-3.678;0.24;0.69;0.19;1.76;2.18;119.36;65.37;61.01
;;;;;-0.73;-1.03;-1.04;-0.38;-5.27;-91.42;-154.05;-21.16
1698;1;-1.350;1.250;-3.695;0.36;0.38;0.18;1.91;2.22;118.81;60.02;61.09
;;;;;-0.81;-0.92;-1.13;-0.32;-5.08;-94.57;-151.29;-17.65
1699;1;-1.350;1.350;-3.711;0.48;0.12;0.18;2.00;2.16;117.25;54.51;60.68
;;;;;-0.89;-1.03;-1.21;-0.25;-4.76;-97.05;-148.09;-17.26
1700;1;-1.350;1.450;-3.728;0.59;0.14;0.18;2.03;2.02;114.61;49.11;59.58
;;;;;-0.98;-1.36;-1.27;-0.20;-4.37;-98.19;-144.55;-16.49
1701;1;-1.350;1.550;-3.744;0.70;0.16;0.18;1.97;1.86;111.02;44.00;57.29
;;;;;-1.07;-1.70;-1.31;-0.16;-3.99;-97.33;-140.75;-15.29
1702;1;-1.350;1.650;-3.761;0.80;0.18;0.18;1.82;1.68;106.68;47.12;59.09
;;;;;-1.16;-2.04;-1.34;-0.19;-3.60;-93.52;-136.72;-13.71
1703;1;-1.350;1.750;-3.777;0.88;-0.22;0.18;1.58;1.49;101.76;66.76;65.76
;;;;;-1.25;-2.37;-1.34;-0.22;-3.23;-86.44;-132.45;-11.77
1704;1;-1.350;1.850;-3.794;0.92;0.22;0.18;1.61;1.30;96.45;86.99;70.49
;;;;;-1.35;-2.68;-1.32;-0.27;-3.24;-87.51;-127.89;-9.50
1705;1;-1.350;1.950;-3.810;0.91;0.24;0.17;1.75;1.10;90.94;107.51;72.70
;;;;;-1.44;-2.99;-1.27;-0.32;-3.53;-87.92;-122.98;-8.05
1706;1;-1.450;0.050;-3.520;1.24;2.75;1.68;6.72;4.30;41.35;37.81;114.27
;;;;;-2.00;-1.10;-0.62;-7.40;-3.63;-79.95;-225.30;-44.82
1707;1;-1.450;0.150;-3.536;0.83;2.97;1.64;6.95;2.28;48.18;35.18;100.12
;;;;;-1.60;-1.11;-0.71;-5.80;-2.63;-73.07;-220.03;-41.38
1708;1;-1.450;0.250;-3.552;0.44;2.99;1.46;4.34;0.96;52.29;42.13;88.33
;;;;;-1.15;-1.17;-0.72;-4.24;-2.51;-68.32;-209.92;-44.10
1709;1;-1.450;0.350;-3.568;0.36;2.88;1.28;2.93;0.88;66.35;45.15;79.89
;;;;;-1.01;-1.29;-0.71;-3.33;-3.98;-67.37;-198.25;-45.05
1710;1;-1.450;0.450;-3.584;0.31;2.62;1.11;2.06;0.96;79.64;48.53;73.01
;;;;;-0.98;-1.33;-0.69;-2.69;-4.94;-67.95;-184.81;-43.85
1711;1;-1.450;0.550;-3.600;0.27;2.31;0.94;1.70;1.47;90.98;60.12;68.55
;;;;;-0.99;-1.32;-0.67;-2.26;-5.58;-69.30;-170.91;-44.20
1712;1;-1.450;0.650;-3.616;0.23;1.98;0.80;1.42;1.72;100.09;66.90;66.36
;;;;;-1.01;-1.28;-0.64;-1.85;-5.70;-71.26;-156.80;-45.07
1713;1;-1.450;0.750;-3.632;0.19;1.63;0.66;1.13;1.89;107.23;69.87;65.02
;;;;;-1.02;-1.22;-0.61;-1.44;-5.65;-73.67;-147.14;-43.98
1714;1;-1.450;0.850;-3.648;0.15;1.30;0.53;0.94;1.97;112.37;69.97;64.47
;;;;;-1.01;-1.15;-0.69;-1.07;-5.50;-76.25;-149.08;-41.50
1715;1;-1.450;0.950;-3.664;-0.12;0.97;0.42;1.14;2.04;115.74;67.92;64.58
;;;;;-0.98;-1.06;-0.83;-0.73;-5.32;-78.86;-149.50;-37.54
1716;1;-1.450;1.050;-3.680;-0.12;0.65;0.32;1.43;2.08;117.35;64.35;65.29
;;;;;-0.94;-0.97;-0.96;-0.53;-5.14;-81.42;-148.73;-32.51
1717;1;-1.450;1.150;-3.696;-0.15;0.35;0.24;1.69;2.14;117.65;59.74;66.21
;;;;;-0.89;-0.88;-1.07;-0.47;-5.00;-83.90;-147.13;-26.84
1718;1;-1.450;1.250;-3.712;0.23;0.09;0.20;1.90;2.09;116.88;54.60;67.01
;;;;;-0.94;-0.83;-1.18;-0.40;-4.72;-86.11;-144.98;-20.71
1719;1;-1.450;1.350;-3.728;0.35;0.11;0.20;2.04;1.97;114.92;49.27;67.29
;;;;;-1.01;-1.15;-1.28;-0.33;-4.36;-87.57;-142.31;-17.52
1720;1;-1.450;1.450;-3.744;0.46;-0.14;0.20;2.10;1.82;111.91;44.00;66.65
;;;;;-1.07;-1.48;-1.35;-0.27;-3.99;-87.72;-139.28;-16.75
1721;1;-1.450;1.550;-3.760;0.56;-0.19;0.21;2.09;1.65;108.03;39.00;64.94
;;;;;-1.15;-1.81;-1.41;-0.22;-3.61;-85.75;-135.97;-15.68
1722;1;-1.450;1.650;-3.775;0.66;-0.22;0.20;2.00;1.47;103.47;35.33;65.95
;;;;;-1.22;-2.14;-1.44;-0.19;-3.24;-80.91;-132.40;-14.21
1723;1;-1.450;1.750;-3.791;0.73;0.18;0.20;1.82;1.28;98.42;55.58;73.25
;;;;;-1.29;-2.46;-1.45;-0.20;-3.18;-82.01;-128.56;-12.35
1724;1;-1.450;1.850;-3.807;0.78;0.20;0.20;1.69;1.08;93.05;76.76;78.48
;;;;;-1.37;-2.77;-1.44;-0.23;-3.40;-82.83;-124.42;-10.29
1725;1;-1.450;1.950;-3.823;0.79;0.21;0.20;1.69;0.89;87.52;98.59;81.21
;;;;;-1.44;-3.06;-1.41;-0.28;-3.59;-83.01;-119.92;-9.56
1726;1;-1.550;0.050;-3.545;1.33;2.46;1.67;4.36;1.94;44.12;50.10;109.04
;;;;;-1.88;-0.90;-0.66;-6.68;-2.63;-77.80;-214.90;-42.29
1727;1;-1.550;0.150;-3.560;0.81;2.43;1.54;5.07;1.98;49.72;32.08;96.90
;;;;;-1.51;-0.84;-0.72;-5.68;-2.53;-71.32;-211.20;-41.64
1728;1;-1.550;0.250;-3.576;0.48;2.47;1.42;3.49;0.73;53.94;40.57;87.17
;;;;;-1.25;-0.98;-0.74;-3.79;-3.10;-67.84;-205.83;-44.03
1729;1;-1.550;0.350;-3.591;0.40;2.35;1.28;2.58;0.66;68.84;44.51;79.69
;;;;;-1.18;-1.09;-0.75;-3.05;-4.56;-67.27;-197.08;-44.70
1730;1;-1.550;0.450;-3.606;0.35;2.13;1.13;2.04;1.13;81.75;44.41;73.33
;;;;;-1.18;-1.13;-0.74;-2.64;-5.08;-67.47;-185.89;-45.66
1731;1;-1.550;0.550;-3.622;0.32;1.85;0.98;1.59;1.44;92.34;52.92;68.64
;;;;;-1.21;-1.13;-0.71;-2.21;-5.28;-67.90;-173.71;-49.30
1732;1;-1.550;0.650;-3.637;0.28;1.54;0.83;1.28;1.63;100.54;60.13;66.86
;;;;;-1.23;-1.09;-0.68;-1.82;-5.25;-68.71;-161.17;-50.10
1733;1;-1.550;0.750;-3.652;0.24;1.22;0.69;1.02;1.78;106.78;63.51;65.96
;;;;;-1.24;-1.03;-0.64;-1.44;-5.19;-70.04;-148.42;-48.97
1734;1;-1.550;0.850;-3.668;0.20;0.91;0.55;0.82;1.89;111.09;63.96;65.91
;;;;;-1.23;-0.96;-0.67;-1.10;-5.08;-71.45;-140.24;-46.52
1735;1;-1.550;0.950;-3.683;0.15;0.61;0.44;0.97;1.98;113.81;62.21;66.71
;;;;;-1.21;-0.89;-0.82;-0.83;-4.99;-72.93;-141.44;-42.64
1736;1;-1.550;1.050;-3.698;0.11;0.32;0.34;1.29;2.05;115.10;58.88;68.08
;;;;;-1.18;-0.82;-0.96;-0.67;-4.89;-74.46;-141.42;-37.85
1737;1;-1.550;1.150;-3.714;-0.15;0.09;0.27;1.58;2.04;115.20;54.52;69.68
;;;;;-1.14;-0.82;-1.10;-0.53;-4.65;-75.94;-140.54;-32.40
1738;1;-1.550;1.250;-3.729;-0.18;-0.10;0.22;1.85;1.93;114.03;49.59;71.15
;;;;;-1.08;-0.97;-1.22;-0.48;-4.31;-77.05;-138.93;-26.34
1739;1;-1.550;1.350;-3.744;0.20;-0.15;0.22;2.04;1.79;111.69;44.40;72.09
;;;;;-1.12;-1.27;-1.33;-0.41;-3.95;-77.45;-136.79;-19.91
1740;1;-1.550;1.450;-3.760;0.31;-0.20;0.22;2.15;1.63;108.39;39.25;72.09
;;;;;-1.17;-1.60;-1.42;-0.35;-3.60;-76.42;-134.27;-17.24
1741;1;-1.550;1.550;-3.775;0.41;-0.22;0.23;2.17;1.46;104.31;34.34;70.69
;;;;;-1.22;-1.92;-1.48;-0.29;-3.33;-74.37;-131.44;-16.12
1742;1;-1.550;1.650;-3.790;0.50;-0.16;0.23;2.14;1.27;99.63;29.84;71.45
;;;;;-1.28;-2.24;-1.53;-0.25;-3.24;-76.02;-128.33;-14.75
1743;1;-1.550;1.750;-3.805;0.57;-0.18;0.22;2.02;1.08;94.53;42.94;79.30
;;;;;-1.33;-2.55;-1.56;-0.21;-3.41;-77.15;-124.92;-12.98
1744;1;-1.550;1.850;-3.821;0.62;-0.20;0.22;1.95;0.88;89.16;65.02;84.95
;;;;;-1.39;-2.85;-1.56;-0.21;-3.54;-77.74;-121.20;-11.73
1745;1;-1.550;1.950;-3.836;0.64;-0.22;0.22;2.00;0.69;83.70;88.13;88.15
;;;;;-1.45;-3.14;-1.53;-0.24;-3.63;-77.73;-117.09;-11.02
1746;1;-1.650;0.050;-3.570;1.36;2.13;1.55;2.98;1.57;45.64;60.07;103.02
;;;;;-1.73;-0.72;-0.67;-6.32;-2.09;-76.34;-206.91;-40.06
1747;1;-1.650;0.150;-3.585;0.88;1.98;1.42;2.87;0.56;51.26;28.44;92.57
;;;;;-1.46;-0.66;-0.70;-4.70;-1.78;-70.69;-203.78;-42.13
1748;1;-1.650;0.250;-3.599;0.52;1.99;1.36;2.75;0.72;56.75;38.19;84.81
;;;;;-1.39;-0.81;-0.76;-3.61;-4.03;-68.31;-201.61;-44.40
1749;1;-1.650;0.350;-3.614;0.45;1.88;1.27;2.05;0.70;71.26;43.02;78.22
;;;;;-1.39;-0.91;-0.78;-2.84;-4.74;-67.53;-195.77;-44.74
1750;1;-1.650;0.450;-3.629;0.40;1.66;1.13;1.64;1.10;83.31;43.47;72.34
;;;;;-1.40;-0.93;-0.77;-2.38;-4.84;-66.92;-186.67;-50.48
1751;1;-1.650;0.550;-3.643;0.36;1.40;0.98;1.41;1.32;92.77;46.59;67.57
;;;;;-1.43;-0.92;-0.73;-2.09;-4.78;-66.24;-176.30;-53.98
1752;1;-1.650;0.650;-3.658;0.32;1.12;0.83;1.14;1.53;100.01;54.05;65.89
;;;;;-1.45;-0.89;-0.69;-1.75;-4.79;-65.98;-165.52;-54.68
1753;1;-1.650;0.750;-3.673;0.28;0.83;0.69;0.93;1.72;105.29;57.79;65.37
;;;;;-1.46;-0.85;-0.64;-1.45;-4.83;-66.20;-154.43;-53.57
1754;1;-1.650;0.850;-3.687;0.24;0.55;0.56;0.82;1.87;108.98;58.51;65.79
;;;;;-1.46;-0.80;-0.64;-1.22;-4.82;-66.50;-142.98;-51.12
1755;1;-1.650;0.950;-3.702;0.20;0.27;0.45;0.76;1.98;111.34;57.04;67.15
;;;;;-1.46;-0.77;-0.81;-1.01;-4.75;-66.92;-133.83;-47.44
1756;1;-1.650;1.050;-3.717;0.16;0.10;0.36;1.13;1.99;112.35;53.98;69.10
;;;;;-1.45;-0.87;-0.97;-0.81;-4.55;-67.38;-134.55;-42.95
1757;1;-1.650;1.150;-3.731;-0.14;-0.11;0.28;1.46;1.89;112.01;49.86;71.28
;;;;;-1.42;-0.98;-1.12;-0.63;-4.25;-67.62;-134.26;-37.59
1758;1;-1.650;1.250;-3.746;-0.17;-0.16;0.23;1.75;1.77;110.42;45.09;73.34
;;;;;-1.35;-1.12;-1.25;-0.55;-4.06;-67.63;-133.21;-31.60
1759;1;-1.650;1.350;-3.761;-0.19;-0.21;0.23;1.98;1.62;107.77;40.04;74.90
;;;;;-1.27;-1.40;-1.37;-0.49;-3.86;-66.76;-131.61;-25.25
1760;1;-1.650;1.450;-3.775;-0.21;-0.19;0.24;2.15;1.45;104.25;34.98;75.53
;;;;;-1.26;-1.71;-1.47;-0.42;-3.66;-67.86;-129.59;-18.76
1761;1;-1.650;1.550;-3.790;0.23;-0.15;0.24;2.23;1.27;100.05;30.14;74.75
;;;;;-1.30;-2.03;-1.55;-0.36;-3.43;-69.74;-127.24;-17.10
1762;1;-1.650;1.650;-3.805;0.32;-0.17;0.24;2.24;1.08;95.32;25.70;75.56
;;;;;-1.34;-2.34;-1.61;-0.32;-3.53;-71.12;-124.59;-15.59
1763;1;-1.650;1.750;-3.820;0.40;-0.19;0.24;2.18;0.89;90.24;28.95;83.75
;;;;;-1.38;-2.64;-1.65;-0.29;-3.62;-72.01;-121.63;-13.77
1764;1;-1.650;1.850;-3.834;0.45;-0.21;0.24;2.16;0.69;84.95;51.84;89.89
;;;;;-1.42;-2.93;-1.66;-0.25;-3.66;-72.39;-118.32;-13.25
1765;1;-1.650;1.950;-3.849;0.48;-0.24;0.24;2.26;0.51;79.61;76.19;93.41
;;;;;-1.46;-3.20;-1.64;-0.22;-3.65;-72.20;-114.61;-12.40
1766;1;-1.750;0.050;-3.595;1.49;1.91;1.53;1.41;1.76;47.09;67.96;96.78
;;;;;-1.68;-0.58;-0.70;-5.91;-1.92;-75.15;-199.60;-41.57
1767;1;-1.750;0.150;-3.609;1.04;1.74;1.43;0.91;0.39;53.33;34.73;87.97
;;;;;-1.58;-0.61;-0.75;-4.19;-2.70;-71.28;-198.51;-43.31
1768;1;-1.750;0.250;-3.623;0.65;1.64;1.35;1.29;0.51;59.48;34.99;81.43
;;;;;-1.58;-0.70;-0.79;-3.80;-3.85;-69.26;-197.39;-45.31
1769;1;-1.750;0.350;-3.637;0.51;1.50;1.26;1.25;0.68;73.16;40.75;75.59
;;;;;-1.61;-0.76;-0.81;-3.17;-4.38;-68.02;-194.09;-48.21
1770;1;-1.750;0.450;-3.651;0.46;1.28;1.12;1.09;1.00;84.08;41.73;69.91
;;;;;-1.63;-0.77;-0.79;-2.59;-4.46;-66.49;-187.08;-54.91
1771;1;-1.750;0.550;-3.665;0.41;1.01;0.97;0.98;1.24;92.33;41.16;65.28
;;;;;-1.64;-0.76;-0.75;-2.02;-4.50;-64.73;-178.56;-58.16
1772;1;-1.750;0.650;-3.679;0.37;0.75;0.81;0.90;1.51;98.67;48.79;63.53
;;;;;-1.67;-0.73;-0.70;-1.68;-4.63;-63.37;-169.62;-58.76
